QuestionId_17,,Controls flow of voltage to the power supply.,Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),Correct,Incorrect,Incorrect,Incorrect,Switches_17,Switches 17,,1,FALSE,Power Switch,Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),1,100
QuestionId_18,,Single pole/single throw switch.,Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),Incorrect,Incorrect,Incorrect,Correct,Switches_18,Switches 18,,4,FALSE,Switch (SPST),Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),1,100
QuestionId_19,,Has a SPST Switch on its small circuit board.,Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),Incorrect,Correct,Incorrect,Incorrect,Switches_19,Switches 19,,2,FALSE,Sleep Switch Display,Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),1,100
QuestionId_20,,Simple on-off switch.,Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),Incorrect,Incorrect,Incorrect,Correct,Switches_20,Switches 20,,4,FALSE,Switch (SPST),Power Switch,Sleep Switch Display,Switch (DPDT),Switch (SPST),1,100
QuestionId_21,,An electroacoustic transducer.,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),Incorrect,Correct,Incorrect,Incorrect,Breadboard_21,Breadboard 21,,1,FALSE,Audio Speaker,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),1,100
QuestionId_22,,Switches and amplifies electronic signals and power.,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Breadboard_22,Breadboard 22,,4,FALSE,Transistor (NPN),Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),1,100
QuestionId_23,.,Characterized by single constant value – capacitance.,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),Correct,Incorrect,Incorrect,Incorrect,Breadboard_23,Breadboard 23,,2,FALSE,Capacitor (ceramic) 001,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),1,100
QuestionId_24,,Has two inputs and four outputs.,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),Incorrect,Incorrect,Incorrect,Correct,Breadboard_24,Breadboard 24,,3,FALSE,Switch (DPDT),Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),1,100
QuestionId_25,,Stores energy electrostatically in an electric field.,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),Correct,Incorrect,Incorrect,Incorrect,Breadboard_25,Breadboard 25,,2,FALSE,Capacitor (ceramic) 001,Audio Speaker,Capacitor (ceramic) 001,Switch (DPDT),Transistor (NPN),1,100
QuestionId_26,,Commonly used to connect external hard drives and smart phones.,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),Incorrect,Correct,Incorrect,Incorrect,Connectors_26,Connectors 26,,2,FALSE,USB Connector (Mini B),Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),1,100
QuestionId_27,,The most common type of USB plug.,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),Incorrect,Incorrect,Correct,Incorrect,Connectors_27,Connectors 27,,3,FALSE,USB Connector (Type A),Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),1,100
QuestionId_28,,Provides services up to and including the data link layer.,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),Correct,Incorrect,Incorrect,Incorrect,Connectors_28,Connectors 28,,1,FALSE,Ethernet Connector,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),1,100
QuestionId_29,,Two-connector scheme prevents accidental electrical loop.,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),Incorrect,Incorrect,Incorrect,Correct,Connectors_29,Connectors 29,,4,FALSE,USB Connector (Type B),Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),1,100
QuestionId_30,,Connects to network interface card (NIC).,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),Correct,Incorrect,Incorrect,Incorrect,Connectors_30,Connectors 30,,1,FALSE,Ethernet Connector,Ethernet Connector,USB Connector (Mini B),USB Connector (Type A),USB Connector (Type B),1,100
QuestionId_31,,Blocks direct current (DC) while allowing alternate current (AC) to pass.,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,Correct,Incorrect,Incorrect,Incorrect,Resistors_31,Resistors 31,,1,FALSE,Capacitor (electrolytic),Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,1,100
QuestionId_32,,Reduces current flow within circuit.,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,Incorrect,Incorrect,Correct,Incorrect,Resistors_32,Resistors 32,,3,FALSE,Resistor,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,1,100
QuestionId_33,,Increase in light intensity decreases resistance.,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,Incorrect,Correct,Incorrect,Incorrect,Resistors_33,Resistors 33,,2,FALSE,Photoresistor,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,1,100
QuestionId_34,,Most have a switch operating at counterclockwise rotation extreme.,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,Incorrect,Incorrect,Incorrect,Correct,Resistors_34,Resistors 34,,4,FALSE,Rotary Potentiometer,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,1,100
QuestionId_35,,Exhibits a certain degree of latency before resistance drops.,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,Incorrect,Correct,Incorrect,Incorrect,Resistors_35,Resistors 35,,2,FALSE,Photoresistor,Capacitor (electrolytic),Photoresistor,Resistor,Rotary Potentiometer,1,100
QuestionId_36,,Pushing and pulling of conductors create sound when voltage applied.,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,Incorrect,Correct,Incorrect,Incorrect,Breadboard_36,Breadboard 36,,2,FALSE,Piezo Buzzer 001,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,1,100
QuestionId_37,,Commonly found in game controllers for indicating pitch and roll.,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,Incorrect,Incorrect,Incorrect,Correct,Breadboard_37,Breadboard 37,,4,FALSE,Tilt Sensor,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,1,100
QuestionId_38,,Usually acts as a transducer generating a signal as a function of the pressure applied.,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,Incorrect,Incorrect,Correct,Incorrect,Breadboard_38,Breadboard 38,,3,FALSE,Pressure Sensor,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,1,100
QuestionId_39,,Found in game controllers for measuring pad input.,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,Incorrect,Incorrect,Correct,Incorrect,Breadboard_39,Breadboard 39,,3,FALSE,Pressure Sensor,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,1,100
QuestionId_40,,Used to connect components on solderless breadboards.,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,Correct,Incorrect,Incorrect,Incorrect,Breadboard_40,Breadboard 40,,1,FALSE,Jumper Wire Sm,Jumper Wire Sm,Piezo Buzzer 001,Pressure Sensor,Tilt Sensor,1,100
QuestionId_41,,Connects to mains electricity supply.,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),Correct,Incorrect,Incorrect,Incorrect,Current_41,Current 41,,1,FALSE,Power Supply Unit (PSU) Plug,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),1,100
QuestionId_42,,Can be used to terminate transmission lines carrying alternate current (AC) of radio frequency.,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),Incorrect,Correct,Incorrect,Incorrect,Current_42,Current 42,,2,FALSE,Resistor,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),1,100
QuestionId_43,,Voltage applied to its terminals changes current through another pair of terminals.,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),Incorrect,Incorrect,Incorrect,Correct,Current_43,Current 43,,4,FALSE,Transistor (NPN),Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),1,100
QuestionId_44,,All magnetic flux passes through both primary and secondary windings.,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Current_44,Current 44,,3,FALSE,Transformer,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),1,100
QuestionId_45,,Ideally lossless (no energy losses) and perfectly coupled.,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Current_45,Current 45,,3,FALSE,Transformer,Power Supply Unit (PSU) Plug,Resistor,Transformer,Transistor (NPN),1,100
QuestionId_46,,Powered early transistor radios.,9V Battery,Oscillator 001,Protoboard,RAM,Correct,Incorrect,Incorrect,Incorrect,Bonus_46,Bonus 46,,1,FALSE,9V Battery,9V Battery,Oscillator 001,Protoboard,RAM,1,100
QuestionId_47,,Its two main forms are static and dynamic.,9V Battery,Oscillator 001,Protoboard,RAM,Incorrect,Incorrect,Incorrect,Correct,Bonus_47,Bonus 47,,4,FALSE,RAM,9V Battery,Oscillator 001,Protoboard,RAM,1,100
QuestionId_48,,Surface accepts solder for connecting pins to copper pour.,9V Battery,Oscillator 001,Protoboard,RAM,Incorrect,Incorrect,Correct,Incorrect,Bonus_48,Bonus 48,,3,FALSE,Protoboard,9V Battery,Oscillator 001,Protoboard,RAM,1,100
QuestionId_49,,Produces a periodic signal; often a square or sine wave.,9V Battery,Oscillator 001,Protoboard,RAM,Incorrect,Correct,Incorrect,Incorrect,Bonus_49,Bonus 49,,2,FALSE,Oscillator 001,9V Battery,Oscillator 001,Protoboard,RAM,1,100
QuestionId_50,,Most consist of six individual cells within a wrapper.,9V Battery,Oscillator 001,Protoboard,RAM,Correct,Incorrect,Incorrect,Incorrect,Bonus_50,Bonus 50,,1,FALSE,9V Battery,9V Battery,Oscillator 001,Protoboard,RAM,1,100
QuestionId_51,,Drives current to power LED.,9V Battery,Green LED,Resistor,Switch (SPST),Incorrect,Incorrect,Correct,Incorrect,LED_Circuit_51,LED Circuit 51,,3,FALSE,Resistor,9V Battery,Green LED,Resistor,Switch (SPST),1,100
QuestionId_52,,Supplies voltage to power LED.,9V Battery,Green LED,Resistor,Switch (SPST),Correct,Incorrect,Incorrect,Incorrect,LED_Circuit_52,LED Circuit 52,,1,FALSE,9V Battery,9V Battery,Green LED,Resistor,Switch (SPST),1,100
QuestionId_53,,Turns circuit on/off.,9V Battery,Green LED,Resistor,Switch (SPST),Incorrect,Incorrect,Incorrect,Correct,LED_Circuit_53,LED Circuit 53,,4,FALSE,Switch (SPST),9V Battery,Green LED,Resistor,Switch (SPST),1,100
QuestionId_54,,Diode with +/- leads.,9V Battery,Green LED,Resistor,Switch (SPST),Incorrect,Correct,Incorrect,Incorrect,LED_Circuit_54,LED Circuit 54,,2,FALSE,Green LED,9V Battery,Green LED,Resistor,Switch (SPST),1,100
QuestionId_55,,Implements electrical resistance within the circuit.,9V Battery,Green LED,Resistor,Switch (SPST),Incorrect,Incorrect,Correct,Incorrect,LED_Circuit_55,LED Circuit 55,,3,FALSE,Resistor,9V Battery,Green LED,Resistor,Switch (SPST),1,100
QuestionId_56,,Pressure by electrical potential applied across material produces sound.,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,Incorrect,Incorrect,Correct,Incorrect,Buzzer_Circuit_56,Buzzer Circuit 56,,3,FALSE,Piezo Buzzer 001,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,1,100
QuestionId_57,,Relationship specified by Ohm's law dictates behavior.,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,Incorrect,Incorrect,Incorrect,Correct,Buzzer_Circuit_57,Buzzer Circuit 57,,4,FALSE,Resistor,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,1,100
QuestionId_58,,Connect to breadboard power rails.,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,Incorrect,Correct,Incorrect,Incorrect,Buzzer_Circuit_58,Buzzer Circuit 58,,2,FALSE,Jumper Wire Bundle,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,1,100
QuestionId_59,,Most product sound within a range of 2-4 kHz.,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,Incorrect,Incorrect,Correct,Incorrect,Buzzer_Circuit_59,Buzzer Circuit 59,,3,FALSE,Piezo Buzzer 001,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,1,100
QuestionId_60,,Several of these may be connected to provide higher levels of voltage.,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,Correct,Incorrect,Incorrect,Incorrect,Buzzer_Circuit_60,Buzzer Circuit 60,,1,FALSE,9V Battery,9V Battery,Jumper Wire Bundle,Piezo Buzzer 001,Resistor,1,100
QuestionId_61,,Often used as electronic switches for logic gates.,9V Battery,Diode,Mini Motor,Transistor (NPN),Incorrect,Incorrect,Incorrect,Correct,Mini_Motor_Circuit_61,Mini Motor Circuit 61,,4,FALSE,Transistor (NPN),9V Battery,Diode,Mini Motor,Transistor (NPN),1,100
QuestionId_62,,Has low resistance in one direction and high resistance in the other.,9V Battery,Diode,Mini Motor,Transistor (NPN),Incorrect,Correct,Incorrect,Incorrect,Mini_Motor_Circuit_62,Mini Motor Circuit 62,,2,FALSE,Diode,9V Battery,Diode,Mini Motor,Transistor (NPN),1,100
QuestionId_63,,Does not draw more than 250 mA.,9V Battery,Diode,Mini Motor,Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Mini_Motor_Circuit_63,Mini Motor Circuit 63,,3,FALSE,Motor,9V Battery,Diode,Mini Motor,Transistor (NPN),1,100
QuestionId_64,,Polarized snap connector at the top.,9V Battery,Diode,Mini Motor,Transistor (NPN),Correct,Incorrect,Incorrect,Incorrect,Mini_Motor_Circuit_64,Mini Motor Circuit 64,,1,FALSE,9V Battery,9V Battery,Diode,Mini Motor,Transistor (NPN),1,100
QuestionId_65,,Able to use smaller signal to control larger signal through pairs of terminals.,9V Battery,Diode,Mini Motor,Transistor (NPN),Incorrect,Incorrect,Incorrect,Correct,Mini_Motor_Circuit_65,Mini Motor Circuit 65,,4,FALSE,Transistor (NPN),9V Battery,Diode,Mini Motor,Transistor (NPN),1,100
QuestionId_66,,Usually more precise within a limited temperature range.,9V Battery,Resistor,Thermistor,Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Thermistor_Circuit_66,Thermistor Circuit 66,,3,FALSE,Thermistor,9V Battery,Resistor,Thermistor,Transistor (NPN),1,100
QuestionId_67,,Commonly used to power radios and electronic devices.,9V Battery,Resistor,Thermistor,Transistor (NPN),Correct,Incorrect,Incorrect,Incorrect,Thermistor_Circuit_67,Thermistor Circuit 67,,1,FALSE,9V Battery,9V Battery,Resistor,Thermistor,Transistor (NPN),1,100
QuestionId_68,,Material used is usually ceramic or polymer.,9V Battery,Resistor,Thermistor,Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Thermistor_Circuit_68,Thermistor Circuit 68,,3,FALSE,Thermistor,9V Battery,Resistor,Thermistor,Transistor (NPN),1,100
QuestionId_69,,Sometimes embedded within integrated circuits.,9V Battery,Resistor,Thermistor,Transistor (NPN),Incorrect,Incorrect,Incorrect,Correct,Thermistor_Circuit_69,Thermistor Circuit 69,,4,FALSE,Transistor (NPN),9V Battery,Resistor,Thermistor,Transistor (NPN),1,100
QuestionId_70,,Apparent value of resistance falls within a manufacturing tolerance.,9V Battery,Resistor,Thermistor,Transistor (NPN),Incorrect,Correct,Incorrect,Incorrect,Thermistor_Circuit_70,Thermistor Circuit 70,,2,FALSE,Resistor,9V Battery,Resistor,Thermistor,Transistor (NPN),1,100
QuestionId_71,,Often utilized as backup power within electronic devices.,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,Correct,Incorrect,Incorrect,Incorrect,Tilt_Sensor_Circuit_71,Tilt Sensor Circuit 71,,1,FALSE,9V Battery,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,1,100
QuestionId_72,,Each one has a molded barrel and stripped end.,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,Incorrect,Correct,Incorrect,Incorrect,Tilt_Sensor_Circuit_72,Tilt Sensor Circuit 72,,2,FALSE,Jumper Wire Bundle,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,1,100
QuestionId_73,,Lowers voltage levels within circuit.,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,Incorrect,Incorrect,Correct,Incorrect,Tilt_Sensor_Circuit_73,Tilt Sensor Circuit 73,,3,FALSE,Resistor,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,1,100
QuestionId_74,,Used in the measurement of angles.,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,Incorrect,Incorrect,Incorrect,Correct,Tilt_Sensor_Circuit_74,Tilt Sensor Circuit 74,,4,FALSE,Tilt Sensor,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,1,100
QuestionId_75,,Measures within two axes of a reference plane.,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,Incorrect,Incorrect,Incorrect,Correct,Tilt_Sensor_Circuit_75,Tilt Sensor Circuit 75,,4,FALSE,Tilt Sensor,9V Battery,Jumper Wire Bundle,Resistor,Tilt Sensor,1,100
QuestionId_76,,Some manufacturers use welded tabs or foil strips to connects cells.,9V Battery,Audio Speaker,Resistor,Transistor (NPN),Correct,Incorrect,Incorrect,Incorrect,Speaker_Circuit_76,Speaker Circuit 76,,1,FALSE,9V Battery,9V Battery,Audio Speaker,Resistor,Transistor (NPN),1,100
QuestionId_77,,Can produce a stronger output signal proportional to a weaker input signal.,9V Battery,Audio Speaker,Resistor,Transistor (NPN),Incorrect,Incorrect,Incorrect,Correct,Speaker_Circuit_77,Speaker Circuit 77,,4,FALSE,Transistor (NPN),9V Battery,Audio Speaker,Resistor,Transistor (NPN),1,100
QuestionId_78,,Signal converted from analogous electrical signal to sound.,9V Battery,Audio Speaker,Resistor,Transistor (NPN),Incorrect,Correct,Incorrect,Incorrect,Speaker_Circuit_78,Speaker Circuit 78,,2,FALSE,Audio Speaker,9V Battery,Audio Speaker,Resistor,Transistor (NPN),1,100
QuestionId_79,,Power rating of 0.5 W.,9V Battery,Audio Speaker,Resistor,Transistor (NPN),Incorrect,Correct,Incorrect,Incorrect,Speaker_Circuit_79,Speaker Circuit 79,,2,FALSE,Audio Speaker,9V Battery,Audio Speaker,Resistor,Transistor (NPN),1,100
QuestionId_80,,High-powered components of this type can dissipate watts of electrical power as heat.,9V Battery,Audio Speaker,Resistor,Transistor (NPN),Incorrect,Incorrect,Correct,Incorrect,Speaker_Circuit_80,Speaker Circuit 80,,3,FALSE,Resistor,9V Battery,Audio Speaker,Resistor,Transistor (NPN),1,100
QuestionId_81,,Surface mounted components of this type are printed with a numerical code.,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,Incorrect,Incorrect,Incorrect,Correct,Photoresistor_Circuit_81,Photoresistor Circuit 81,,4,FALSE,Resistor,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,1,100
QuestionId_82,,Less sensitive to light than photodiodes or photo transistors.,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,Incorrect,Incorrect,Correct,Incorrect,Photoresistor_Circuit_82,Photoresistor Circuit 82,,3,FALSE,Photoresistor,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,1,100
QuestionId_83,,Electrochemical cells convert stored chemical energy into electrical energy.,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,Correct,Incorrect,Incorrect,Incorrect,Photoresistor_Circuit_83,Photoresistor Circuit 83,,1,FALSE,9V Battery,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,1,100
QuestionId_84,,Greater latency occurs when transitioning from lighter to darker conditions.,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,Incorrect,Incorrect,Correct,Incorrect,Photoresistor_Circuit_84,Photoresistor Circuit 84,,3,FALSE,Photoresistor,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,1,100
QuestionId_85,,Connects circuit components to ground.,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,Incorrect,Correct,Incorrect,Incorrect,Photoresistor_Circuit_85,Photoresistor Circuit 85,,2,FALSE,Jumper Wire Bundle,9V Battery,Jumper Wire Bundle,Photoresistor,Resistor,1,100
QuestionId_86,,Leads make contact with terminal strips to connect components on breadboard.,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,Incorrect,Correct,Incorrect,Incorrect,Pressure_Sensor_Circuit_86,Pressure Sensor Circuit 86,,2,FALSE,Jumper Wire Bundle,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,1,100
QuestionId_87,,Variable resistors decrease in resistance with force applied.,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,Incorrect,Incorrect,Correct,Incorrect,Pressure_Sensor_Circuit_87,Pressure Sensor Circuit 87,,3,FALSE,Pressure Sensor,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,1,100
QuestionId_88,,Total resistance connected in series equals sum of individual resistance values.,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,Incorrect,Incorrect,Incorrect,Correct,Pressure_Sensor_Circuit_88,Pressure Sensor Circuit 88,,4,FALSE,Resistor,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,1,100
QuestionId_89,,Rectangular prism.,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,Correct,Incorrect,Incorrect,Incorrect,Pressure_Sensor_Circuit_89,Pressure Sensor Circuit 89,,1,FALSE,9V Battery,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,1,100
QuestionId_90,,Comprised of conductive polymer that changes resistance.,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,Incorrect,Incorrect,Correct,Incorrect,Pressure_Sensor_Circuit_90,Pressure Sensor Circuit 90,,3,FALSE,Pressure Sensor,9V Battery,Jumper Wire Bundle,Pressure Sensor,Resistor,1,100
QuestionId_91,,Not manufactured with mercury oxide anymore.,9V Battery,Jumper Wire Bundle,Potentiometer,Servomotor,Correct,Incorrect,Incorrect,Incorrect,Servomotor Circuit 91,Servomotor Circuit 91,,1,FALSE,9V Battery,9V Battery,Jumper Wire Bundle,Potentiometer,Servomotor,1,100
QuestionId_92,,Rotating contact creates adjustable voltage divider.,9V Battery,Jumper Wire Bundle,Potentiometer,Servomotor,Incorrect,Incorrect,Correct,Incorrect,Servomotor Circuit 92,Servomotor Circuit 92,,3,FALSE,Potentiometer,9V Battery,Jumper Wire Bundle,Potentiometer,Servomotor,1,100
